file,bank,addr,label,name,pic,textend,nowrap,zh,en,deepl,checked,notes
,5a,6829,,48,70,done,,"唉～裂縫的持續
擴大﹐使得更強

力的星獸能從裂
縫鑽出⚬

不能再這麼下去
了⚬

另外的七位伙伴
一定久等了吧﹗

總部的『那個』
應該完工了吧﹗

要趕緊和他們會
合才行﹗

巴洛特﹐我一定
不會忘記你的﹗

我會想辦法﹐讓
所有的人都不要
忘記你的﹗",,0,0,
script_shanda_farm_1,12,5b82,,BLANK,17,done,,"這裡是牧羊的農
莊小鎮～
山達農莊⚬","Welcome to Mountreach Farm, the town of shepherds.",0,0,
,12,5ba7,,BLANK,20,done,,"興奮～哈哈哈～
興奮～哈哈哈～

天氣真好～
興～興奮～","Woohoo! Hahaha!

Heeheehee! Hohoho!

Weather's great!

Eeheeheehee!",0,0,
,12,5bd5,,BLANK,12,done,,"真是可怕⋯前陣
子的流星雨﹐擊
中西邊的咖啡林
裡的咖啡樹⚬

因此變成了咖啡
星怪﹗咖啡怪有
時會飄來一陣咖
啡的香氣～

聞到的人都會變
得異常的興奮⚬","How terrible... Meteors from the shower from some time ago hit a coffee tree in the Coffee Forest, which turned into a coffee Star Beast!

That monster sometimes emits a burst of coffee scent...

Those who smell it become incredibly excited.",0,0,
,12,5c51,,BLANK,1D,done,,"聽說加爾企業啊
哈哈⋯就是那個
哈哈哈⋯嗚～
一想到就～嗚～
好．興．奮﹗","I heard that Gale Cohoho... Ahaha... Thahahat's... Whee!

The thought ohohohof... Whoo!

I'm! On! FIRE!",0,0,
,12,5c92,,BLANK,21,done,,"每次只要一聞到
咖啡的味道﹐我
就會趕把鼻子捏
起來﹐有一次還
差點就殺死自己
了⋯
加爾企業的董事
長重金尋找他失
散的孫子⚬

我一定要找到
才行﹗","Every time I smelled coffee, I would pinch my nose, and almost suffocated once because of that...

Gale Corp's chairman is offering a lot of money to anyone who can find his long-lost grandson. 

I must find him!",0,0,
,12,5d14,,BLANK,19,done,,"嗚哦哦哦﹗
這⋯這是什麼﹖

一股力量從我這
八十歲的腳底﹐

蔓延到我這八十
歲的身體﹗﹗
嗚哦哦哦哦哦﹗
我是～女超人嗎
﹖","Oooooh! 

What... what is this? 

A power, coursing through my 80 year-old body, from my feet to my head! 

WOOOOOH! 

Am I... a superwoman?",0,0,
,12,5d7a,,BLANK,1A,done,,"嗚～嗚～大家都
變得好奇怪哦﹗

嗚嗚～人家不要
啦﹗","Waaah! Everyone's acting so weird!

I'm scared! Waaah!",0,0,
script_shanda_farm_12_1,12,5dab,,BLANK,23,done,,"咖啡林的咖啡怪
真是可怕﹗一聞
到牠的氣味﹐人
都會變得非常的
興奮﹗我得要將
門窗關緊才行﹗","The coffee monster lurking in Coffee Forest is real scary! 

I heard that people who smell its scent go completely mad! 

I should close all the doors and windows...",0,0,
,12,5dff,,BLANK,25,done,,"聽說馬克被瘋狂
的羊群撞成重傷
﹐而他的妹妹～
妮娜為了照顧他
﹐把所有值錢的
東西都賣了﹗

他們的老闆還因
為不要照顧病人
﹐而把他們解雇
了﹗真是可憐⋯","I heard that Mark was seriously injured by crazy sheep and his sister, Nina, sold all of her valuables to take care of him!

Their old boss also fired them for not taking care of the sick... How terrible!

",0,0,
script_shanda_farm_12_2,12,673b,,BLANK,23,done,,"其實⋯從很早以
前﹐我就發現～

妮娜是個大美女
哦﹗
只要她再花點心
打扮一下的話﹐
就不得了﹗","In fact... I found out some time ago that Nina's a real beauty!

Would she give what she wears a bit more thought, she'd truly be gorgeous!",0,0,
script_shanda_farm_13,12,5e82,,24,22,done,,"開什麼玩笑﹗馬
克被瘋狂的羊撞
傷了﹐才不是我
的錯﹗只能怪他
不小心﹗妮娜還
因為這樣﹐一直
都沒來工作﹗

我對他們實在是
太好了﹗他們才
會這麼放肆﹗從
現在開始﹐他們
二個都不用來工
作了﹗","You're kidding me! 

It's not my fault that Mark got attacked by crazy sheep, it's his fault for being careless!

And Nina stopped coming to work because of that! And when I was so good to them! 

These ungrateful little brats! Fine, from now on, they won't have to come to work... ever!",0,0,
,12,5f2e,,BLANK,21,done,,"真是麻煩⋯
看樣子﹐馬克
傷得非常的重﹗

要是沒有
天使之葉的話﹐
恐怕是
救不活了﹗

為了減少不必要
的麻煩﹐
解雇他們是非常
正確的選擇⚬","What a pain... It looks like Mark is very badly hurt! Without an Angel Leaf, I'm afraid there's no saving him! 

We don't want any unnecessary trouble, so firing them was the right choice.",0,0,
script_shanda_farm_14_1,12,5fa8,,BLANK,1E,done,,"鳴哇～嗚～媽媽
變得好可怕啊﹗",Sniff... Waaah... Mom has become so scary!,0,0,
,12,5fc7,,BLANK,1F,done,,"呵呵呵～啊﹗﹗
這個切菜聲⋯⋯

怎麼會叫人這麼
興奮﹗興奮興奮
興奮興奮﹗切骨
聲﹖要是聽到切
骨聲的話﹐會更
興奮吧﹖

老公～切骨聲﹗","Ohohohoho!

The sweet sound of chopping greens...

Why is everyone so excited? Wheehee!

Chop chop chop chop chopping bones...

The sweet sound of chopping bones...?

Wouldn't the sound of chopping bones be more exciting?

Daaarliiing~ Chopping bones!",0,0,
,12,6032,,BLANK,18,done,,"老⋯老⋯老婆﹖
妳拿著菜刀做什
麼﹖不⋯不要過
來﹗﹗","D... Dear? 

What are you doing with the kitchen knife? 

No... S-stay away!",0,0,
,12,6064,,BLANK,18,done,,"老婆從街上回來
後﹐彷彿就變了
一個人﹗

一定是聞到了咖
啡怪的氣味⚬

這該怎麼辦才好
﹖","When my wife came back from going outside, she was like a completely different person!

She must have caught a whiff of the coffee monster's scent.

What am I supposed to do?",0,0,
script_shanda_farm_14_2,12,6796,,BLANK,1E,done,,"媽媽又變成原來
的媽媽了﹗
真是太好了⚬",Mom is back to her old self! I'm so relieved.,0,0,
,12,67b8,,BLANK,1F,done,,"發生了什麼事情
嗎﹖

為什麼老公跟小
孩都那麼看我﹖

真是奇怪﹗
啊﹗為什麼到處
都有被刀剁過的
痕跡﹗","What happened? 

Why are my husband and child looking at me like that? How weird!

Ah! Why are there knife nicks everywhere?",0,0,
,12,6812,,BLANK,18,done,,"就是你打敗了咖
啡怪的嗎﹖

真是非常的感謝
你﹗
不然的話﹐我可
能就慘死在菜刀
底下了⋯⋯","Are you the one who defeated the coffee monster? Thank you so much! 

Otherwise, I might've ended up chopped into tiny cubes...

",0,0,
,12,6864,,BLANK,18,done,,謝謝你﹗,"Thank you!

",0,0,
script_shanda_farm_15_1,12,60b5,,BLANK,16,done,,"山達農莊原來是
盛產咖啡豆及天

使之葉的小鎮⚬
天使之葉﹖

呵呵～不論是多
重的傷﹐只要有
天使之葉的話﹐
都不是問題唷﹗

但自從咖啡林被
咖啡怪佔據後﹐
這些全部都沒有
人敢去採收了⋯","Mountreach Farm is a small town that produces coffee beans and Angel Leaves!

What's an Angel Leaf?

Heh heh! No matter how serious an injury is, you can heal it with an Angel Leaf!

But since a coffee monster appeared in Coffee Forest, no one has dared to go harvest them...",0,0,
script_shanda_farm_15_2,12,686f,,BLANK,16,done,,"現在是咖啡的盛
產季節﹐得趕緊

採收才行﹗","It's coffee season, we have to hurry and harvest it!

",0,0,
script_shanda_farm_2,12,6550,,BLANK,20,done,,"咖啡林的咖啡怪
消失了﹖

這真是個好消息
﹗
為了表示慶祝﹐
我決定煮一杯超
濃的咖啡～

好好的興奮個夠
﹗","The coffee monster in Coffee Forest is gone? 

That's great news! 

To celebrate, I'll make myself a super-strong cup of coffee... I need more excitement!",0,0,
,12,65ab,,BLANK,12,done,,"真是可怕⋯
前陣子的流星雨
﹐擊中西邊的咖

啡林裡的咖啡樹
⚬

因此變成了咖啡
星怪﹗
咖啡怪有時會飄
來一陣咖啡的香
氣～

聞到的人都會變
得異常的興奮⚬","How terrible... Meteors from the shower from some time ago hit a coffee tree in the Coffee Forest, which turned into a coffee Star Beast!

That monster sometimes emits a burst of coffee scent...

Those who smell it become incredibly excited.",0,0,
,12,6629,,BLANK,1D,done,,"好像做了一個興
奮的夢～
可是又好像是真
的⋯⋯","It feels like I was having a super-exciting dream...

But it might not have been one, after all...",0,0,
,12,6655,,BLANK,19,done,,"剛剛做了一個夢
～

夢到我這八十歲
的老人﹐竟然是
個～女．超．人
．唷﹗

真是令人不好意
思⋯⋯

不過這真是個累
人的夢⚬
這八十歲的身體
﹐累得像要散了
一樣﹗","I just had a dream... Little 80 year-old me was a superwoman!

How embarrassing that was... 

But it was a really exhausting dream. My poor 80 year-old body feels like its going to crumble right here and now!",0,0,
,12,66e4,,BLANK,1A,done,,"馬克哥哥平常都
會說故事給我們
聽唷﹗

他是全世界最棒
的人﹗
媽媽都說他有一
種很特殊的氣質
唷﹗","Mark often tells us stories!

He's the best person in the whooole world!

Mom always says that he has a very unique personality!",0,0,
script_shop,12,7f05,,19,22,line,,"需要什麼服務嗎
﹖",Do you need something?,0,0,
script_sky_city_1,4f,4de3,,BLANK,16,done,,"這裡是天之都⚬
那棟最高的建築
物﹐就是有名的
邦林科技大樓⚬","Welcome to Sky City.

You see this tall building over there?

That's the head office of the famous Bang Lin Entreprises.",0,0,
,4f,4e1c,,BLANK,16,done,,"邦林科技要甄選
『復古風項鍊』
的女性代言人⚬

所以舉辦了一場
選秀會⚬

每個女孩為了要
選購華麗的衣服
都拚得你死我活
呢⚬","Bang Lin is currently looking for a female spokesperson to promote their 'Retro Necklace', so they're holding a talent show.

All girls are ready to tear each-other apart to buy the most gorgeous clothes.",0,0,
,4f,4e8b,,BLANK,16,done,,鼻血止不住⋯,My nose won't stop bleeding...,0,0,
,4f,4e9b,,BLANK,14,done,,"真是糟糕﹗
少爺又偷偷從課
堂中溜走了﹗

要到哪裡找呢﹖


真是個調皮的傢
伙﹗","Oh no!

The young master sneaked out of the classroom again!

Where could he have gone to this time?

What a naughty kid!",0,0,
,4f,4ee0,,BLANK,12,done,,"邦林企業總裁的
爺爺﹐也是拯救
地球的八大科學
家之一喲⚬

把科技的精神企
業化﹐是邦林企
業的口號⚬","The grandfather of Bang Lin's current president is also one of the 8 scientists who saved the Earth.

Putting the spirit of science at the entreprise's service is Bang Lin's motto.",0,0,
,4f,4f38,,BLANK,13,done,,"哎呀～
不要丟髒我的新
衣服唷﹗

你看～漂亮嗎﹖
這可是我要參加
選秀會的衣服唷
﹗","Hey!

Don't you dare put dirt on my new clothes!

See how pretty they are?

That's my dress for the talent show!",0,0,
,4f,4f81,,21,31,done,,"噁～噁～喵～
噁～﹗",Mmrraaaow!,0,0,
,4f,4f98,,BLANK,15,done,,"怎麼辦⋯
人家買不到衣服","What to do...

I can't buy any clothes...",0,0,
,4f,4fb0,,BLANK,1D,done,,"好慢哦～
前面的怎麼這麼
慢啦﹗

再慢一點的話﹐
就買不到新衣服
了⋯","Come onnn!

Why is the front of the line moving so slowly!?

If it goes any slower, I won't be able to buy new clothes...",0,0,
,4f,4fec,,BLANK,1A,done,,"邦林科技選秀會
的獎品﹐很漂亮
喲﹗

復古風造型的項
鍊⚬

尤其是鑲在裡面
的古代晶片﹐更
是價值連城唷﹗","The prize for Bang Lin Entreprise's talent show is very beautiful!

It's a retro-styled necklace.

And the ancient chip embedded in it is the most valuable part of it all!",0,0,
,4f,5048,,BLANK,1C,done,,"爸爸說﹐在邦林
企業裡工作﹐才
能算是真正的男
人⚬

我以後長大也要
在裡面工作⚬","Dad said that if you work at Bang Lin, you'll be considered as a real man of talent.

I want to work there when I grow up!",0,0,
script_sky_city_2,4f,6b41,,BLANK,13,done,,"哎呀～
選秀會就要開始
了～
真是緊張﹗","Oh dear!

The talent show is about to start... I'm so nervous!",0,0,
,4f,6b67,,BLANK,13,done,,"恭喜你～
妮娜小姐～","Congratulations, Miss Nina!

",0,0,
,4f,6b7c,,21,31,done,,"噁～噁～喵～
噁～﹗","Meow maoooow!

",0,0,
,4f,6b93,,BLANK,15,done,,"怎麼辦⋯
選秀會就要舉行
了﹐人家還沒有
新衣服～
人家不比了啦﹗","What to do...

The talent show starts soon, and I still don't have new clothes...

I can't participate!

",0,0,
,4f,6bcf,,BLANK,1D,done,,"嗚～可惡的麗子～
都是她﹐害我買
不到新衣服﹗","Waah... Lizzy's so mean!

Because of her, I can't buy any new clothes!

",0,0,
script_sky_city_3,4f,798c,,21,31,done,,"嘔～呃～喵～呃
哽⋯哽住了﹗","Erk... Urk.. Meork...

I'm ch-choking!",0,0,
,4f,79aa,,CLAUDE,CLAUDE_1,done,,怎麼回事﹖,What happened?,0,0,
,4f,79b7,,21,31,done,,"喵～啊﹗
終於吐出來了﹗

就是這個石頭﹐
卡在喉嚨裡好久
了﹗","Mawwah!

Finally managed to spit it out!

It's this stone, it got stuck in my throat for a while!",0,0,
,4f,79ef,,CLAUDE,CLAUDE_0,done,,得到珍珠項鍊⚬,Got Pearl Necklace.,0,0,
,4f,7a00,,21,31,done,,"喵﹗﹗
真是舒服喵～","Meow!

I feel so good, meow.",0,0,
script_stardream_airship_16,66,4d45,,BLANK,12,done,,"引擎室被不明的
異物侵入﹗

如果沒有在引擎
被毀掉之前找到

的話﹐
那就糟糕了⚬",,0,0,
,66,4d8e,,BLANK,25,getchoice String_1cc5,,"這裡是專用醫務
室⚬

總裁有暈機的情
形﹐所以才有這
裡的存在⚬

需要服務嗎﹖",,0,0,
script_stardream_airship_18,66,4dd7,,STAR_BEAST,6A,done,,"巴⋯巴洛特⋯⋯
殺﹗﹗",,0,0,
,66,4dee,,BALLOT,BALLOT_4,done,,"沒想到星獸居然
追到了這裡﹗",,0,0,
,66,4e0b,,STAR_BEAST,6A,done,,殺⋯殺﹗,,0,0,
,66,4e17,,BLANK,12,done,,"真是危險～
幸好平安降落了

前面就是星夢城
了⚬

請少爺萬事小心
⚬",,0,0,
script_stardream_airship_65_2,66,4ca2,,BALLOT,BALLOT_5,done,,怎麼回事﹖,,0,0,
,66,4caf,,BLANK,12,done,,"主引擎室內有異
物侵入﹗
主引擎運轉不正
常﹐切換至副引
擎﹗",,0,0,
,66,4ce9,,BLANK,12,done,,"切換成功﹐但副
引擎似乎也受損
了﹗",,0,0,
,66,4d09,,BALLOT,BALLOT_5,done,,"是侵入的異物所
造成的嗎﹖
我去看看好了﹗",,0,0,
,66,4d2c,,BLANK,12,done,,"那就麻煩巴洛特
少爺了﹗",,0,0,
script_stardream_city_07_1,66,4ef4,,BLANK,14,done,,"這裡是星夢城⚬
很久以前﹐星夢

城是個飛行的都
市⚬

但降落在這塊冰
山島後﹐就沒有
再起飛過了⚬",,0,0,
,66,4f51,,BLANK,17,done,,"卡迪拉是個知名
的星空彩繪家⚬
對於星象的了解
﹐沒有人比他更
厲?了⚬

但上個月的一個
夜?﹐他們全家

在永涷園描繪星
時﹐卻不幸遇上

了兇猛的星獸⋯
夫妻倆個都死了

﹐只有小孩幸運
的逃過一劫⋯
真是不幸啊～",,0,0,
,66,500c,,57,1C,done,,"米特的爸爸媽媽
被星獸殺死了⚬

米特從此就變得
像個活死人一樣

好幾次跟他說話
他都沒有反應⋯
什麼時候﹐我們
才可以向以前一
樣的玩耍﹖",,0,0,
,66,5083,,58,1A,done,,"這隻布蘭特熊娃
娃是米特給我的

唷﹗
是我的寶貝唷﹗",,0,0,
,66,50b5,,BLANK,16,done,,"米特是個好小孩
自?他爸媽死了
之後﹐就變成像
植物人一樣⚬

對事情完全沒有
反應⚬

現在還在星夢醫
院接受觀察治療

唉～好好的一個
小孩﹐怎麼會變
成這樣⋯",,0,0,
,66,513e,,BLANK,13,done,,"你們有沒有看到
晚上的月亮﹐又
變得更藍了﹗
新聞報導說﹐那

是星系裂縫的引
力﹐造成月亮軌

道偏移的結果⚬
因為如此﹐潮汐

都變得不正常了
﹗",,0,0,
,66,51bc,,BLANK,15,done,,"城外有間預售屋
破破爛爛的﹐

居然還要
賣３０００萬
真?個破壞行情
的價錢⚬

不過最近老是看
到一男一女在那
裡活動⚬

一付鬼鬼崇崇的
樣子⚬",,0,0,
,66,523a,,BLANK,19,done,,"冰山島這幾個月
以來﹐漸漸的在
崩解⚬

如果再不想出辦
法的話﹐星夢城
就要沈掉了﹗",,0,0,
,66,5287,,BLANK,16,done,,"唉呀﹗
天象異變﹐
連潮汐都變得
不正常了﹗

因為潮汐異常﹐
使得星夢城下的

冰山島漸漸的
崩解了﹗

再這麼下去的話
﹐星夢城會與冰

山島一起沈到冰
冷的海裡的⚬",,0,0,
script_stardream_city_07_4,66,776e,,57,1C,done,,"米特﹖
真??你﹗
你醒過來了﹖
這真是太好了﹗",,0,0,
,66,7796,,BLANK,16,done,,"怎麼辦﹗
冰山島就要崩解
了?難道星夢城
也要跟著沉到海
底了嗎﹖",,0,0,
script_stardream_city_0f,66,55ff,,BLANK,21,done,,"媞雅最近常來店
門口看妮妮娃娃

往往可以呆呆的
看上一整天～

嘻嘻嘻～小女孩
都是這樣的⚬",,0,0,
script_stardream_city_1e_1,66,5313,,59,1D,done,,"米特的媽媽的廚
藝﹐真不是蓋的

尤其是她做的清
燉雪兔肉﹐真是
美味極了⚬

唉～卡迪拉夫婦
倆都不幸過世了
真叫人傷心～",,0,0,
,66,537a,,BLANK,1A,done,,"媽媽～人家不要
再吃雪兔肉了啦

米特的媽媽﹐做
的比較好吃﹗",,0,0,
,66,53b1,,59,1D,done,,"所以媽媽正在努
力呀﹗",,0,0,
,66,53c8,,BLANK,1A,done,,"可是人家已經吃
了一個月的兔子
肉了﹗
同學都笑人家是
兔子女孩啦﹗",,0,0,
script_stardream_city_1e_2,66,6f3e,,59,1D,done,,"要喚回米特的回
憶嗎﹖

這個就一定要清
燉雪兔肉才行了

我這就準備材料
我一會要做出有

謝麗娜味道的清
燉雪兔肉的﹗",,0,0,
,66,6fa2,,59,1D,done,,"燉呀燉～
不要急～
要以小火慢燉～
待會再來拿吧﹗

看我施展料理的
魔法﹐可愛的雪
兔﹐要變得美味
喲﹗",,0,0,
,66,6ffe,,59,1D,done,,"大．成．功﹗
我終於做出謝麗
娜味道的清燉兔
肉了﹗

這味道一定會喚
醒米特的﹗",,0,0,
,66,7044,,BALLOT,BALLOT_5,done,,得到清燉兔肉﹗,,0,0,
,66,7055,,59,1D,done,,"大．成．功﹗
我終於做出謝麗
娜味道的清燉兔
肉了﹗

這味道一定會喚
醒米特的﹗",,0,0,
script_stardream_city_20,66,54d3,,BLANK,16,done,,"怎麼辦﹖冰山島
就快要崩解了﹐

要怎麼辦才好⋯
卡迪拉又過世了

怎麼辦～
怎?辦才好﹗",,0,0,
script_stardream_doll_trade,66,709b,,58,1A,done,,"這隻布蘭特熊娃
娃是米特給我的
唷﹗

是我的寶貝唷﹗
人家才不要給你",,0,0,
,66,70db,,19,1B,done,,"這⋯這不是雪熊
之爪嗎﹖

我們來做個交易
好不好﹖

我用這個妮妮娃
娃跟你換﹗

有?雪熊爪後﹐
看他們還敢不敢
說我的收藏品﹐
都是一些小女孩
的玩具﹗",,0,0,
,66,715f,,BALLOT,BALLOT_5,done,,得到妮妮娃娃﹗,,0,0,
,66,716f,,BLANK,1B,done,,"嘻嘻嘻～
我?快點叫朋友
來看﹐我這充滿
男人氣魄的收藏
品﹗",,0,0,
,66,71a4,,58,1A,done,,"這不是妮妮嗎﹖
好～漂～亮﹗

人家好想要哦﹗
什麼﹖

這個要給我嗎﹖
真??????
真的嗎﹖
好．高．興﹗

這個熊娃娃給你
人家不要了﹗",,0,0,
,66,7213,,BALLOT,BALLOT_5,done,,得到布蘭特熊﹗,,0,0,
,66,7225,,58,1A,done,,"嘻嘻～

人家有妮妮娃娃
了﹗
好～漂～亮﹗
這是人家的寶貝
喲﹗",,0,0,
script_stardream_florist_10_1,66,551e,,BLANK,25,done,,"想要買花嗎﹖

這裡的花都是最
新鮮的唷⚬

如果不曉得該送
什麼花的話﹐可
以來問我唷﹗",,0,0,
,66,5571,,BLANK,23,done,,"本店的花﹐都是
屬於寒帶品種⚬

每一朵都是栽培
者的苦心⚬",,0,0,
,66,55a9,,BLANK,1B,done,,"唉～朋友都說﹐
我賣的都是小孩
的玩具⚬
沒有男子漢的氣
慨⚬

真想要個可以代
表男子漢的東西",,0,0,
script_stardream_florist_10_2,66,5f6c,,BLANK,25,done,,"米特常來花店裡
買花﹗

他最喜歡紫羅蘭
了﹗",,0,0,
,66,5f95,,BLANK,23,done,,"紫羅蘭﹖
嗯～我記得那是
米特最喜歡的花
既然對米特有幫
助的話﹐那就拿
去吧﹗",,0,0,
,66,5fde,,BALLOT,BALLOT_5,done,,得到了紫羅蘭﹗,,0,0,
,66,5fef,,BLANK,23,done,,"本店的花﹐都是
屬於寒帶品種⚬

每一朵都是栽培
者的苦心⚬",,0,0,
script_stardream_healing_center,66,405d,,14,25,getchoice String_1cc5,,"需要妮可治療嗎
﹖",,0,0,
,66,4075,,1A,25,getchoice String_1cc5,,"這裡是星獸膠囊
存放銀行⚬

需要艾娜的服務
嗎﹖",,0,0,
script_stardream_hospital_11,66,5739,,BLANK,13,done,,"這裡是星夢醫院
本院的一樓是一
般診所﹐二樓是
病房⚬",,0,0,
script_stardream_hospital_12_1,66,576f,,BLANK,15,done,,"真忙真忙～
每天有忙不完的
事情～
忙死了﹗",,0,0,
,66,579b,,BLANK,1D,done,,"米特正在接受全
身檢查⚬

如果要會客的話
待會兒再來⚬",,0,0,
script_stardream_hospital_12_2,66,5ce9,,BLANK,1D,done,,"米特為了逃避悲
傷的情緒﹐把自
己封閉了起來⚬

對任何事都沒有
反應⚬

唉～真是個可憐
的孩子⚬",,0,0,
script_stardream_hospital_13,66,57d0,,BLANK,12,done,,"痛⋯痛死了⋯⋯
護士小姐～
我的腳痛死了﹗",,0,0,
,66,57fa,,BLANK,14,done,,"怎麼都沒有人﹖
痛死了﹗
我的手痛死了﹗",,0,0,
,66,5821,,BLANK,17,done,,"剛才做了一個夢
夢到死去的爺爺
站在橋的那一端
接著我就醒過來
了﹗",,0,0,
script_stardream_hospital_14,66,585c,,BLANK,16,done,,"嗯⋯⋯是的⋯
嘻嘻～哪有呀～

嗯～我知道～
很好呀～是的～

他也很好呀﹗
女兒呀﹐你媽叫
我問侯你呢﹗",,0,0,
,66,58b8,,BLANK,1F,done,,"爸～
那是你的幻覺⚬

媽媽早就死了⚬",,0,0,
,66,58db,,BLANK,16,done,,"哪有﹖
你媽明明就在妳
旁邊啊﹗",,0,0,
,66,58f8,,BLANK,1F,done,,哇哇哇哇﹗,,0,0,
,66,5903,,BLANK,1F,done,,"爸爸最近老是和
他的幻覺說話⚬

被他嚇到神經衰
弱了⋯",,0,0,
script_stardream_hospital_15_1,66,5d40,,BLANK,13,done,,"都過一個月了﹐
米特還是沒有
好轉的跡像⚬

米特把自己封閉
起來﹐逃避現實
的打擊⋯",,0,0,
,66,5d8c,,BALLOT,BALLOT_5,done,,"要怎麼樣才能喚
醒米特呢﹖",,0,0,
,66,5da8,,BLANK,13,done,,"以目前看來﹐米
特完全失去了求
生的意願⚬

除非能勾起讓米
特想起過去的回

憶﹐刺激他的思
緒⚬讓他再度有
了???意願⚬

如此一來﹐就有
醒過來的可能⚬",,0,0,
,66,5e2c,,BALLOT,BALLOT_5,done,,"尋找米特的回憶
所有能勾起他回
憶的東西都可以
嗎?
我了解了⚬",,0,0,
,66,5e62,,BLANK,13,done,,"以目前看來﹐米
特完全失去了求
生的意願⚬

除非能勾起讓米
特想起過去的回
憶﹐刺激他的思
緒⚬

讓他再度有了救
生?意願⚬

如此一來﹐就有
醒過來的可能⚬",,0,0,
,66,5ee7,,MITT,07,done,,⋯⋯⋯,,0,0,
,66,5eef,,4B,30,done,,"求生指數⋯⋯
⋯??０％",,0,0,
script_stardream_hospital_15_2,66,725f,,MITT,07,done,,⋯⋯⋯,,0,0,
,66,7267,,MITT,48,done,,"呃⋯嗚嗚⋯
不要⋯",,0,0,
,66,727b,,MITT,07,done,,"逃⋯快逃⋯我⋯
我?快逃⋯﹗",,0,0,
,66,7297,,MITT,48,done,,"爸爸⋯媽媽⋯⋯
不要丟下⋯
我一個人⋯⋯",,0,0,
,66,72bb,,MITT,07,done,,呃⋯⋯花⋯⋯,,0,0,
,66,72c9,,MITT,07,done,,老⋯師⋯筆⋯⋯,,0,0,
,66,72d7,,MITT,07,done,,"呀⋯⋯音樂⋯⋯
禮物⋯﹖",,0,0,
,66,72ef,,MITT,07,done,,"媽媽⋯⋯
媽媽⋯的味道⋯
媽⋯⋯",,0,0,
,66,730d,,MITT,49,done,,"啊⋯﹗﹗﹗
兇⋯兇手⋯⋯
不要⋯⋯
不要過來⋯",,0,0,
,66,7336,,BALLOT,BALLOT_5,getchoice String_1cc5,,"要試著喚醒米特
嗎?",,0,0,
,66,734c,,BALLOT,BALLOT_5,done,,"先讓米特多休息
一會吧⚬",,0,0,
,66,7366,,BALLOT,BALLOT_5,done,,"米特～醒醒呀﹗
不要絕望﹐許多
人都是這麼的支
持米特⚬

加油呀～
醒???﹗",,0,0,
,66,73ab,,MITT,07,done,,⋯⋯⋯⋯,,0,0,
,66,73b4,,BALLOT,BALLOT_5,done,,還是不行嗎﹖,,0,0,
,66,73c3,,BALLOT,BALLOT_5,done,,"米特～醒醒呀﹗
不要絕望﹐許多
人都是這麼的支
持米特⚬

加油呀～
醒???﹗",,0,0,
,66,7408,,MITT,07,done,,"呃⋯⋯爸⋯媽⋯
逃⋯快逃⋯
危?﹗﹗﹗",,0,0,
,66,742c,,BLANK,13,done,,"啊﹗
米特醒過來了﹗
真?太好了﹗",,0,0,
,66,744b,,MITT,07,done,,"我好像做了一個
很悲傷的夢⚬

夢中的爸爸媽媽
叫我要勇敢的活
下去⚬

當個不輸給爸爸
的星空彩繪家⋯",,0,0,
,66,74a2,,BLANK,13,done,,"米特﹐這位少年
叫做巴洛特﹐你

這次能夠醒過來
都該感謝他唷﹗",,0,0,
,66,74dc,,MITT,07,done,,"真是謝謝你﹗
巴洛特⚬",,0,0,
,66,74f2,,5A,18,done,,"少爺⋯
這真是太好了﹗",,0,0,
,66,7509,,MITT,07,done,,"是的⋯
我回來了⚬",,0,0,
,66,751c,,MITT,07,done,,"巴洛特﹐你剛才
指的是動力晶片
嗎﹖

聽爸爸說過﹐這
是古代太空船的
核⚬

這動力晶片﹐希
望能對你有所幫
助⚬",,0,0,
,66,7580,,BALLOT,BALLOT_5,done,,得到了晶片７﹗,,0,0,
,66,758f,,BLANK,23,done,,"不好了～
米特﹗
冰山島就要崩解
了?

如果不趕快啟
動飛空引擎的話
星夢城就要隨著
冰山島沉到海底
了﹗
卡拉迪已經不在
了﹐就只能靠你
了﹗",,0,0,
,66,760f,,MITT,4A,done,,"冰山島要崩解﹖
這下糟了﹗

但是飛空引擎內
的星球軌跡﹐是
爸爸所描繪的⚬

只有我一個人的
話⋯⋯",,0,0,
,66,7668,,BALLOT,BALLOT_5,done,,"只要我能幫得上
忙的話﹐一定全
力以赴⚬",,0,0,
,66,7691,,RANDT,07,done,,"謝謝你﹐巴洛特
飛空引擎必須二
個人﹐才能啟動
引擎的運轉⚬

我們趕緊前往機
械室吧﹗",,0,0,
,66,76e3,,BLANK,23,done,,"米特﹐最後的希
望全看你的了﹗",,0,0,
,66,7700,,BALLOT,BALLOT_5,done,,"米特＆彩繪精加
入??﹗",,0,0,
,66,7718,,SYSTEM,VAST_FAME,done,,"如果將米特置於
隊伍前﹐
按Ａ鍵

米特將隨機繪畫

而造成某種效果
但每次休息只能
繪製５次⚬",,0,0,
script_stardream_hospital_15_3,66,7bca,,4B,30,done,,"求生指數⋯⋯
⋯??０％",,0,0,
,66,7be0,,4B,30,done,,"求生指數⋯⋯
⋯??１０％",,0,0,
,66,7bf7,,4B,30,done,,"求生指數⋯⋯
⋯??２０％",,0,0,
,66,7c0e,,4B,30,done,,"求生指數⋯⋯
⋯??３０％",,0,0,
,66,7c25,,4B,30,done,,"求生指數⋯⋯
⋯??４０％",,0,0,
